fuelTypeCode,stationName,streetAddress,intersectionDirections,city,state,zip,latitude,longitude,stationPhone,statusCode,groupsWithAccessCode,accessDaysTime,cardsAccepted,bdBlends,ngFillTypeCode,ngPSI,evLevel1EVSENum,evLevel2EVSENum,evDCFastCount,evNetwork,evNetworkWeb,geocodeStatus,dateLastConfirmed,ID,updatedAt,ownerTypeCode,openDate,ngVehicleClass,lpgPrimary,e85BlenderPump,evConnectorTypes,accessCode,country,groupsWithAccessCodeFrench,accessDetailCode,facilityType,cngDispenserNum,cngTotalCompressionCapacity,cngStorageCapacity,e85OtherEthanolBlends,evPricing,lpgNozzleTypes,cngFillTypeCode,cngPSI,cngVehicleClass,evOnSiteRenewableSource,restrictedAccess,cngOnSiteRenewableSource,lngVehicleClass,npsUnitName,cngStationSellsRenewableNatrualGas,lngStationSellsRenewableNatrualGas,maximumVehicleClass,evWorkplaceCharging,geoLocation
ELEC,CHAUTAUQUAEV RECEPTION 1,298 Morning Glory Dr,,Boulder,CO,80302,39.997549,-105.281028,888-758-4389,E,Public,24 hours daily,,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,GPS,02/01/2024,312109,2024-02-01 01:51:30 UTC,,09/30/2023,,,,J1772,public,US,Public,,,,,,,,,,,,,,,,,,,,false,POINT (-105.281028 39.997549)
ELEC,UNIV. OF COLO SEEC EAST 4,4001 Discovery Drive,,Boulder,CO,80303,40.010866,-105.241989,888-758-4389,E,Public,24 hours daily,,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,GPS,02/01/2024,224583,2024-02-01 00:39:35 UTC,,07/29/2022,,,,J1772,public,US,Public,,,,,,,,,,,,,,,,,,,,false,POINT (-105.241989 40.010866)
ELEC,Edgewater Public Market - Tesla Supercharger,5505 W 20th Ave,,Edgewater,CO,80214,39.748196,-105.057777,877-798-3752,E,Public,24 hours daily,,,,,,,8,Tesla,https://www.tesla.com/supercharger,GPS,07/01/2023,302537,2023-07-14 19:41:28 UTC,P,,,,,TESLA,public,US,Public,,,,,,,,,,,,,,,,,,,,false,POINT (-105.057777 39.748196)
ELEC,BROWNSTONES / STATION 1,16891 Palisade Loop,,Broomfield,CO,80023,40.004622,-104.994258,303-956-4915,E,Public - Credit card at all times,24 hours daily,A ANDROID_PAY APPLE_PAY CREDIT D M V,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,200-6,05/05/2022,215045,2023-02-14 15:54:11 UTC,P,03/11/2022,,,,J1772,public,US,Public - Carte de crédit en tout temps,CREDIT_CARD_ALWAYS,STANDALONE_STATION,,,,,,,,,,,false,,,,,,LD,false,POINT (-104.994258 40.004622)
ELEC,CONFLUENCE SBC CONFLUENCE SBC,75 Waneka Pkwy,,Lafayette,CO,80026,39.989461,-105.091582,888-758-4389,E,Public,24 hours daily,,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,GPS,02/01/2024,105423,2024-02-01 00:44:11 UTC,,12/20/2018,,,,J1772,public,US,Public,,,,,,,,,,,,,,,,,,,,false,POINT (-105.091582 39.989461)
ELEC,PORT JEFF PJ PARK 2,5151 Bannock St,,Denver,CO,80216,39.78782,-104.98998,888-758-4389,E,Public,24 hours daily,,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,GPS,02/01/2024,116997,2024-02-01 00:44:49 UTC,,01/13/2019,,,,J1772,public,US,Public,,,,,,,,,,,,,,,,,,,,false,POINT (-104.98998 39.78782)
LPG,U-Haul,615 S Havana St,At Mississippi,Aurora,CO,80012,39.705021,-104.8666,303-340-3070,E,Public,"7am-7pm M-Th and Sat, 7am-8pm F, 9am-5pm Sun",A Cash D M V,,,,,,,,,GPS,01/09/2024,20336,2024-01-31 22:07:01 UTC,P,11/01/2000,,true,,,public,US,Public,,RENTAL_CAR_RETURN,,,,,,"[""ACME"", ""QUICK_CONNECT""]",,,,,false,,,,,,HD,,POINT (-104.8666 39.705021)
ELEC,PARKING SYSTEM CAB L1 A,130 S Nevada Ave,,Colorado Springs,CO,80903,38.831807,-104.822392,888-758-4389,E,Public,24 hours daily,,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,GPS,02/01/2024,85825,2024-02-01 00:32:09 UTC,,07/07/2017,,,,J1772,public,US,Public,,,,,,,,,,,,,,,,,,,,false,POINT (-104.822392 38.831807)
ELEC,BVSD UNIVERSITY HILL,955 17th St,,Boulder,CO,80302,40.004521,-105.271564,888-758-4389,E,Public,24 hours daily,,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,GPS,02/01/2024,227586,2024-02-01 01:26:56 UTC,,09/15/2022,,,,J1772,public,US,Public,,,,,,,,,,,,,,,,,,,,false,POINT (-105.271564 40.004521)
ELEC,TERMINALS NEDERLAND BUS 1,503 Ridge Road,,Nederland,CO,80466,39.973259,-105.504471,888-758-4389,E,Public,24 hours daily,,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,GPS,02/01/2024,182782,2024-02-01 00:42:07 UTC,,01/27/2021,,,,J1772,public,US,Public,,,,,,,,,,,,,,,,,,,,false,POINT (-105.504471 39.973259)
ELEC,BOULDER COUNTY N BROADWAY 2,3460 Broadway,,Boulder,CO,80304,40.037672,-105.281665,888-758-4389,E,Public,24 hours daily,,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,GPS,02/01/2024,173253,2024-02-01 00:17:16 UTC,,01/27/2021,,,,J1772,public,US,Public,,,,,,,,,,,,,,,,,,,,false,POINT (-105.281665 40.037672)
ELEC,Noble Englewood Apartments,1375 East Hampden Avenue,,Englewood,CO,80113,39.6535660573639,-104.97164966045924,888-998-2546,E,Public,24 hours daily,,,,,,3,,Blink Network,http://www.blinkcharging.com/,GPS,02/01/2024,326192,2024-02-01 00:10:59 UTC,,01/19/2024,,,,J1772,public,US,Public,,,,,,,,,,,,,,,,,,,,false,POINT (-104.97164966045924 39.6535660573639)
ELEC,CARBONDALE CP HAYDEN PLACE 2,924 CO-133,,Carbondale,CO,81623,39.402324,-107.220125,888-758-4389,E,Public,24 hours daily,,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,GPS,02/01/2024,260033,2024-02-01 01:43:36 UTC,,04/28/2023,,,,J1772,public,US,Public,,,,,,,,,,,,,,,,,,,,false,POINT (-107.220125 39.402324)
ELEC,JHI STATION 1,151 Detroit St,,Denver,CO,80206,39.71867,-104.95498,888-758-4389,E,Public,24 hours daily,,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,GPS,02/01/2024,327154,2024-02-01 01:20:43 UTC,,02/01/2024,,,,J1772,public,US,Public,,,,,,,,,,,,,,,,,,,,false,POINT (-104.95498 39.71867)
ELEC,Alta Sobo Station - station location,500 West Cedar Ave.,,Denver,CO,80223,39.7128367,-104.9941988,800-663-5633,E,Public,24 hours daily,,,,,,2,,Blink Network,http://www.blinkcharging.com/,GPS,02/01/2024,195001,2024-02-01 00:09:18 UTC,,05/08/2019,,,,J1772,public,US,Public,,,,,,,$1.00/Hr Parking Fee,,,,,,,,,,,,,false,POINT (-104.9941988 39.7128367)
ELEC,ASBH EV CHARGER 1,111 Richman St,,Black Hawk,CO,80422,39.800308,-105.489812,888-758-4389,E,Public,24 hours daily,,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,GPS,02/01/2024,323753,2024-02-01 01:54:36 UTC,,01/03/2024,,,,J1772,public,US,Public,,,,,,,,,,,,,,,,,,,,false,POINT (-105.489812 39.800308)
ELEC,Boulder County,3400 Broadway,,Boulder,CO,80304,40.0376048717652,-105.281070056109,303-441-3525,E,Public,24 hours daily,,,,,,2,,Non-Networked,,GPS,01/10/2022,165014,2022-02-10 19:42:29 UTC,LG,04/10/2020,,,,J1772,public,US,Public,,MUNI_GOV,,,,,,,,,,,false,,,,,,LD,false,POINT (-105.281070056109 40.0376048717652)
ELEC,CITY OF AURORA CENTRAL REC 2,18150 E Vassar Pl,,Aurora,CO,80013,39.668373,-104.775162,888-758-4389,E,Public,24 hours daily,,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,GPS,02/01/2024,174026,2024-02-01 00:47:35 UTC,,01/27/2021,,,,J1772,public,US,Public,,,,,,,,,,,,,,,,,,,,false,POINT (-104.775162 39.668373)
ELEC,WALKINGMOUNTAIN STATION 2,262 Walking Mountains Ln,,Avon,CO,81620,39.642315,-106.519066,888-758-4389,E,Public,24 hours daily,,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,GPS,02/01/2024,123613,2024-02-01 00:49:20 UTC,,06/08/2019,,,,J1772,public,US,Public,,,,,,,,,,,,,,,,,,,,false,POINT (-106.519066 39.642315)
ELEC,KUM & GO CRAIG PL1,700 East Victory Way,,Craig,CO,81625,40.51411,-107.538895,888-758-4389,E,Public,24 hours daily,,,,,,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,02/01/2024,261392,2024-02-01 01:42:53 UTC,,05/26/2023,,,,CHADEMO J1772COMBO,public,US,Public,,,,,,,,,,,,,,,,,,,,false,POINT (-107.538895 40.51411)
ELEC,UNITED POWER CVSC DCFC,9586 E I-25 Frontage Rd,,Longmont,CO,80504,40.139984,-104.979449,888-758-4389,E,Public,24 hours daily,,,,,,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,02/01/2024,206973,2024-02-01 01:28:17 UTC,,02/24/2022,,,,CHADEMO J1772COMBO,public,US,Public,,,,,,,,,,,,,,,,,,,,false,POINT (-104.979449 40.139984)
ELEC,UNICOPROPERTIES HARLEQUIN 1,7600 E Orchard Rd,,Greenwood Village,CO,80111,39.607415,-104.901598,888-758-4389,E,Public,24 hours daily,,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,GPS,02/01/2024,173469,2024-02-01 00:41:07 UTC,,01/27/2021,,,,J1772,public,US,Public,,,,,,,,,,,,,,,,,,,,false,POINT (-104.901598 39.607415)
ELEC,GOLDEN STATIONS CITY HALL ANNEX,1000 10th St,,Golden,CO,80401,39.756445,-105.225926,888-758-4389,E,Public,24 hours daily,,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,GPS,02/01/2024,161477,2024-02-01 00:18:44 UTC,,06/12/2020,,,,J1772,public,US,Public,,,,,,,,,,,,,,,,,,,,false,POINT (-105.225926 39.756445)
ELEC,PURGATORY PURGATORY PL2,1 Skier Place,,Durango,CO,81301,37.631227,-107.814175,888-758-4389,E,Public,24 hours daily,,,,,,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,02/01/2024,261726,2024-02-01 01:45:24 UTC,,06/01/2023,,,,CHADEMO J1772COMBO,public,US,Public,,,,,,,,,,,,,,,,,,,,false,POINT (-107.814175 37.631227)
E85,Kum & Go #672,3025 Hancock Expy,,Colorado Springs,CO,80916,38.794458,-104.768181,719-473-8296,E,Public,24 hours daily,A Cash D FuelMan M V Voyager Wright_Exp,,,,,,,,,GPS,03/08/2023,50303,2024-01-31 22:07:01 UTC,P,12/21/2012,,,true,,public,US,Public,,CONVENIENCE_STORE,,,,"[""E15""]",,,,,,,false,,,,,,,,POINT (-104.768181 38.794458)
ELEC,Hilton Fort Collins - Tesla Destination,425 W Prospect Rd,,Fort Collins,CO,80526,40.566111,-105.082853,970-482-2626  877-798-3752,E,Public,,,,,,,8,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,10/06/2022,113575,2023-01-18 15:15:20 UTC,P,02/08/2018,,,,J1772 TESLA,public,US,Public,,HOTEL,,,,,Free,,,,,,,,,,,,,false,POINT (-105.082853 40.566111)
ELEC,City of Denver - Firehouse Parking Lot,1322 Blake St,Located in the Southwest corner of the lot,Denver,CO,80204,39.74816,-105.001949,720-865-3164,E,Public,24 hours daily; pay lot,,,,,,1,,Non-Networked,,200-9,01/10/2022,53946,2022-02-10 19:42:29 UTC,LG,07/01/2020,,,,J1772,public,US,Public,,PAY_LOT,,,,,Free,,,,,,false,,,,,,LD,false,POINT (-105.001949 39.74816)
ELEC,One Belmar Place,770 South Vance Street,,Lakewood,CO,80226,39.7045298,-105.0788945,800-663-5633,E,Public,24 hours daily,,,,,,2,,Blink Network,http://www.blinkcharging.com/,GPS,02/01/2024,195565,2024-02-01 00:12:35 UTC,,08/11/2021,,,,J1772,public,US,Public,,,,,,,$2.00/Hr Parking Fee,,,,,,,,,,,,,false,POINT (-105.0788945 39.7045298)
ELEC,LAKEVIEW DRIVE1 LAKEVIEW #1,300 Tree Farm Dr,,El Jebel,CO,81623,39.391192,-107.084873,888-758-4389,E,Public,24 hours daily,,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,GPS,02/01/2024,161409,2024-02-01 01:03:51 UTC,,06/12/2020,,,,J1772,public,US,Public,,,,,,,,,,,,,,,,,,,,false,POINT (-107.084873 39.391192)
ELEC,CITY OF ASPEN MAIN & 1ST,Main and 1st,,Aspen,CO,81611,39.191784,-106.82388,888-758-4389,E,Public,24 hours daily,,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,GPS,02/01/2024,152045,2024-02-01 00:58:01 UTC,,01/03/2020,,,,J1772,public,US,Public,,,,,,,,,,,,,,,,,,,,false,POINT (-106.82388 39.191784)
ELEC,Greeley Nissan,2625 35th Ave,,Greeley,CO,80634,40.39443,-104.736034,970-353-5333,E,Public - Call ahead,Dealership business hours,,,,,,1,1,Non-Networked,,200-9,01/09/2024,46537,2024-01-31 22:07:01 UTC,P,01/31/2012,,,,CHADEMO J1772 J1772COMBO,public,US,Public - Appeler à l'avance,CALL,CAR_DEALER,,,,,Free,,,,,,false,,,,,,LD,false,POINT (-104.736034 40.39443)
ELEC,TABOR CENTER AUGUSTA,1200 17th St,,Denver,CO,80202,39.748815,-104.996618,888-758-4389,E,Public,24 hours daily,,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,GPS,02/01/2024,89046,2024-02-01 00:35:59 UTC,,12/16/2017,,,,J1772,public,US,Public,,,,,,,,,,,,,,,,,,,,false,POINT (-104.996618 39.748815)
E85,Kum & Go,11901 E Arapahoe Rd,,Englewood,CO,80112,39.59547,-104.85068,720-882-9210,E,Public,24 hours daily,A APPLE_PAY Cash CREDIT D Debit M V,,,,,,,,,200-8,10/12/2023,211997,2024-01-31 22:07:01 UTC,P,03/18/2022,,,true,,public,US,Public,,CONVENIENCE_STORE,,,,"[""E15""]",,,,,,,false,,,,,,MD,,POINT (-104.85068 39.59547)
ELEC,IKEA USA CENTENNIAL 2,9800 East IKEA Way,,Centennial,CO,80112,39.571458,-104.874027,888-758-4389,E,Public,24 hours daily,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,02/01/2024,252832,2024-02-01 01:28:20 UTC,,02/01/2023,,,,J1772,public,US,Public,,,,,,,,,,,,,,,,,,,,false,POINT (-104.874027 39.571458)
ELEC,Colorado Mountain College,255 Sage Way,,Aspen,CO,81611,39.2233977,-106.863887,970-236-0425,E,Public - Credit card at all times,Contact station for hours of availability,A ANDROID_PAY APPLE_PAY CREDIT D M,,,,,2,,AMPUP,https://ampup.io/,GPS,06/12/2023,262088,2024-01-31 22:07:01 UTC,SG,01/13/2023,,,,J1772,public,US,Public - Carte de crédit en tout temps,CREDIT_CARD_ALWAYS,COLLEGE_CAMPUS,,,,,,,,,,,false,,,,,,LD,false,POINT (-106.863887 39.2233977)
ELEC,STEAMBOAT SPR RODEO 1,401 Howelsen Pkwy,,Steamboat Springs,CO,80487,40.481846,-106.832308,888-758-4389,E,Public,24 hours daily,,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,GPS,02/01/2024,201990,2024-02-01 01:25:13 UTC,,12/03/2021,,,,J1772,public,US,Public,,,,,,,,,,,,,,,,,,,,false,POINT (-106.832308 40.481846)
ELEC,Frederick High School,5690 Tipple Pkwy,Located in the east parking lot that faces Tipple Pkwy,Frederick,CO,80530,40.1023,-104.947547,720-382-5514,E,Public,24 hours daily,,,,,,2,,Non-Networked,,200-8,11/04/2021,70668,2022-02-10 19:42:29 UTC,P,06/04/2015,,,,J1772,public,US,Public,,SCHOOL,,,,,Free,,,,,,false,,,,,,LD,false,POINT (-104.947547 40.1023)
ELEC,FORT LEWIS CHAPEL 2,2 Rim Dr,,Durango,CO,81301,37.275375,-107.871956,888-758-4389,E,Public,24 hours daily,,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,GPS,02/01/2024,180975,2024-02-01 01:06:33 UTC,,01/27/2021,,,,J1772,public,US,Public,,,,,,,,,,,,,,,,,,,,false,POINT (-107.871956 37.275375)
ELEC,Greeley Commons,4711 29th St,,Greeley,CO,80634,40.390631,-104.757285,877-455-3833,E,Public,24 hours daily,,,,,,1,,eVgo Network,https://www.evgo.com/,GPS,01/31/2024,228607,2024-01-31 23:57:33 UTC,,03/07/2018,,,,J1772,public,US,Public,,,,,,,,,,,,,,,,,,,,false,POINT (-104.757285 40.390631)
ELEC,Alta Sloan\'s Lake,1605 Sheridan Blvd,,Lakewood,CO,80214,39.7425518,-105.0538921,888-998-2546,E,Public,24 hours daily,,,,,,4,,Blink Network,http://www.blinkcharging.com/,GPS,02/01/2024,309019,2024-02-01 00:01:12 UTC,,03/25/2021,,,,J1772,public,US,Public,,,,,,,,,,,,,,,,,,,,false,POINT (-105.0538921 39.7425518)
ELEC,3rd St Parking,329 3rd St,,Windsor,CO,80550,40.4776416767985,-104.900688358962,,E,Public,24 hours daily,A D Debit M V,,,,,1,,Non-Networked,,GPS,12/13/2022,236065,2023-02-14 15:54:11 UTC,P,11/08/2022,,,,J1772,public,US,Public,,PARKING_LOT,,,,,,,,,,,false,,,,,,LD,false,POINT (-104.900688358962 40.4776416767985)
ELEC,PUEBLO CC PUEBLO 2,900 W Orman Ave,,Pueblo,CO,81004,38.263497,-104.636279,888-758-4389,E,Public,24 hours daily,,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,GPS,02/01/2024,194135,2024-02-01 01:11:24 UTC,,08/20/2021,,,,J1772,public,US,Public,,,,,,,,,,,,,,,,,,,,false,POINT (-104.636279 38.263497)
ELEC,COLO STATE UNIV UNIVERSITY VIL2,1634 W Plum St,,Fort Collins,CO,80521,40.576965,-105.10509,888-758-4389,E,Public,24 hours daily,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,02/01/2024,145514,2024-02-01 00:49:05 UTC,,09/25/2019,,,,J1772,public,US,Public,,,,,,,,,,,,,,,,,,,,false,POINT (-105.10509 40.576965)
ELEC,BROWNSTONES / STATION 2,16851 Palisade Loop,,Broomfield,CO,80023,40.004622,-104.994258,303-956-4915,E,Public - Credit card at all times,24 hours daily,A ANDROID_PAY APPLE_PAY CREDIT D M V,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,200-6,05/05/2022,215046,2023-02-14 15:54:11 UTC,P,02/04/2022,,,,J1772,public,US,Public - Carte de crédit en tout temps,CREDIT_CARD_ALWAYS,STANDALONE_STATION,,,,,,,,,,,false,,,,,,LD,false,POINT (-104.994258 40.004622)
E85,Kum & Go #659,9665 Prominent Point,,Colorado Springs,CO,80924,38.971824,-104.744838,719-282-7673,E,Public,24 hours daily,A Cash D M V Voyager Wright_Exp,,,,,,,,,200-8,03/08/2023,81748,2024-01-31 22:07:01 UTC,P,10/01/2015,,,true,,public,US,Public,,CONVENIENCE_STORE,,,,"[""E15""]",,,,,,,false,,,,,,,,POINT (-104.744838 38.971824)
ELEC,STEAMBOAT SPR RODEO #4,401 Howelsen Pkwy,,Steamboat Springs,CO,80487,40.482094,-106.832146,888-758-4389,E,Public,24 hours daily,,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,GPS,02/01/2024,306281,2024-02-01 01:48:28 UTC,,08/03/2023,,,,J1772,public,US,Public,,,,,,,,,,,,,,,,,,,,false,POINT (-106.832146 40.482094)
ELEC,"Westminster City Center (Westminster, CO)",9210-9440 North Sheridan Blvd,,Westminster,CO,80031,39.86435,-105.05244,833-632-2778,E,Public,24 hours daily,,,,,,,4,Electrify America,https://www.electrifyamerica.com/,GPS,02/01/2024,170299,2024-02-01 02:09:04 UTC,,12/18/2020,,,,CHADEMO J1772COMBO,public,US,Public,,,,,,,,,,,,,,,,,,,,false,POINT (-105.05244 39.86435)
ELEC,XROADSHYUNDAI SERVICE,3870 Byrd Dr,,Loveland,CO,80538,40.431136,-104.994852,888-758-4389,E,Public,24 hours daily,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,02/01/2024,203091,2024-02-01 01:26:16 UTC,,12/28/2021,,,,J1772,public,US,Public,,,,,,,,,,,,,,,,,,,,false,POINT (-104.994852 40.431136)
ELEC,COLUMBINE SHOP COLUMBINE SHOPP,3625 W Bowles Ave,,Littleton,CO,80123,39.61063,-105.035898,888-758-4389,E,Public,24 hours daily,,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,GPS,02/01/2024,214132,2024-02-01 01:29:50 UTC,,04/15/2022,,,,J1772,public,US,Public,,,,,,,,,,,,,,,,,,,,false,POINT (-105.035898 39.61063)
ELEC,Three Gateway Centre location,3855 North Lewiston Street,,Aurora,CO,80011,39.7711258,-104.7994039,888-998-2546,E,Public,24 hours daily,,,,,,2,,Blink Network,http://www.blinkcharging.com/,GPS,02/01/2024,309832,2024-02-01 00:08:17 UTC,,03/24/2020,,,,J1772,public,US,Public,,,,,,,,,,,,,,,,,,,,false,POINT (-104.7994039 39.7711258)
ELEC,BEAU JOS STATION 02,7525 w 53rd Ave,,Arvada,CO,80002,39.793049,-105.078386,888-758-4389,E,Public,24 hours daily,,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,GPS,02/01/2024,161504,2024-02-01 00:14:58 UTC,,06/12/2020,,,,J1772,public,US,Public,,,,,,,,,,,,,,,,,,,,false,POINT (-105.078386 39.793049)
ELEC,530305 : 1290 Broadway,1290 Broadway Suite 540,The stations are in an access-only garage. No public charging available.,Denver,CO,80203,39.7365765,-104.9868044,800-663-5633,E,Public,24 hours daily,,,,,,4,,Blink Network,http://www.blinkcharging.com/,GPS,02/01/2024,147974,2024-02-01 00:02:10 UTC,,10/08/2018,,,,J1772,public,US,Public,,,,,,,$1.00/Hr Parking Fee,,,,,,,,,,,,,false,POINT (-104.9868044 39.7365765)
ELEC,CITY OF ASPEN PAEPCKE L2 1,100 S Garmisch St,,Aspen,CO,81611,39.191286,-106.822824,888-758-4389,E,Public,24 hours daily,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,02/01/2024,259341,2024-02-01 01:43:08 UTC,,04/14/2023,,,,J1772,public,US,Public,,,,,,,,,,,,,,,,,,,,false,POINT (-106.822824 39.191286)
ELEC,City of Loveland - Civic Center,500 E 3rd St,South Side of Parking Lot,Loveland,CO,80537,40.394378,-105.070159,970-962-3000,E,Public - Credit card at all times,24 hours daily,A D M V,,,,,2,,Non-Networked,,200-8,12/13/2023,52642,2024-01-31 22:07:01 UTC,LG,08/01/2013,,,,J1772,public,US,Public - Carte de crédit en tout temps,CREDIT_CARD_ALWAYS,MUNI_GOV,,,,,$0.20 per kWh,,,,,,false,,,,,,LD,false,POINT (-105.070159 40.394378)
ELEC,CHARGE_PT STATION1,100 Dercum Square,,Keystone,CO,80435,39.607611,-105.943742,888-758-4389,E,Public,24 hours daily,,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,GPS,02/01/2024,213889,2024-02-01 01:29:54 UTC,,04/13/2022,,,,J1772,public,US,Public,,,,,,,,,,,,,,,,,,,,false,POINT (-105.943742 39.607611)
ELEC,HABITAT APTS STATION 1,6255 Habitat Drive Habitat Apartments,,Boulder,CO,80301,40.061049,-105.207336,888-758-4389,E,Public,24 hours daily,,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,GPS,02/01/2024,205199,2024-02-01 01:26:55 UTC,,01/22/2022,,,,J1772,public,US,Public,,,,,,,,,,,,,,,,,,,,false,POINT (-105.207336 40.061049)
ELEC,Tremont Street Garage,400 15th St,,Denver,CO,80202,39.742113,-104.991416,303-534-7559,E,Public,Garage business hours; pay lot,,,,,,2,,Non-Networked,,200-9,01/10/2022,43833,2022-02-10 19:42:29 UTC,P,02/28/2011,,,,J1772,public,US,Public,,PAY_GARAGE,,,,,Free,,,,,,false,,,,,,LD,false,POINT (-104.991416 39.742113)
ELEC,GARAGE LEVEL 13 STATION 1,1144 15th St,,Denver,CO,80202,39.74739,-104.997623,888-758-4389,E,Public,24 hours daily,,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,GPS,02/01/2024,255575,2024-02-01 00:34:37 UTC,,03/06/2023,,,,J1772,public,US,Public,,,,,,,,,,,,,,,,,,,,false,POINT (-104.997623 39.74739)
ELEC,Southwest Plaza DCFC,8501 West Bowles Avenue,,Littleton,CO,80123,39.611246,-105.096943,888-264-2208,E,Public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,,,,,,,1,Volta,https://voltacharging.com/,GPS,02/01/2024,167942,2024-02-01 02:17:37 UTC,,10/19/2020,,,,J1772COMBO,public,US,Public,,,,,,,,,,,,,false,,,,,,,false,POINT (-105.096943 39.611246)
ELEC,TOS FOUNDERS PARK1,Sycamore St,,Superior,CO,80027,39.954902,-105.173354,888-758-4389,E,Public,24 hours daily,,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,GPS,02/01/2024,87934,2024-02-01 00:34:28 UTC,,10/07/2017,,,,J1772,public,US,Public,,,,,,,,,,,,,,,,,,,,false,POINT (-105.173354 39.954902)
ELEC,"Walmart 1689 (Aurora, CO)",5650 S Chambers Rd,,Aurora,CO,80015,39.6136,-104.81337,833-632-2778,E,Public,24 hours daily,,,,,,,4,Electrify America,https://www.electrifyamerica.com/,GPS,02/01/2024,190430,2024-02-01 02:08:25 UTC,,05/30/2021,,,,CHADEMO J1772COMBO,public,US,Public,,,,,,,,,,,,,,,,,,,,false,POINT (-104.81337 39.6136)
ELEC,Stapp Interstate Toyota,8019 Raspberry Wy.,,Frederick,CO,80504,40.117983,-104.978132,866-816-7584,E,Public,,,,,,,,2,EV Connect,http://evconnect.com/,GPS,02/01/2024,222830,2024-02-01 02:14:52 UTC,,07/06/2022,,,,CHADEMO J1772COMBO,public,US,Public,,,,,,,,,,,,,,,,,,,,false,POINT (-104.978132 40.117983)
ELEC,Front of Incline Clubhouse,6510 Antelope Run Circle,,Colorado Springs,CO,80924,38.9426544,-104.7057593,800-663-5633,E,Public,24 hours daily,,,,,,4,,Blink Network,http://www.blinkcharging.com/,GPS,02/01/2024,211717,2024-02-01 00:13:54 UTC,,04/28/2021,,,,J1772,public,US,Public,,,,,,,$0.00-$5.00/Hr Variable Parking Fee,,,,,,,,,,,,,false,POINT (-104.7057593 38.9426544)
ELEC,CITY OF DURANGO TC2,250 W 8th St,,Durango,CO,81301,37.272326,-107.883262,888-758-4389,E,Public,24 hours daily,,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,GPS,02/01/2024,179812,2024-02-01 00:14:49 UTC,,01/27/2021,,,,J1772,public,US,Public,,,,,,,,,,,,,,,,,,,,false,POINT (-107.883262 37.272326)
ELEC,DFC GSA ST5,Federal Center Building 25,,Denver,CO,80215,39.72264,-105.115322,888-758-4389,E,Public,24 hours daily,,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,GPS,02/01/2024,173209,2024-02-01 00:40:53 UTC,,01/27/2021,,,,J1772,public,US,Public,,,,,,,,,,,,,,,,,,,,false,POINT (-105.115322 39.72264)
ELEC,ASBH EV CHARGER 9,111 Richman St,,Black Hawk,CO,80422,39.800234,-105.490002,888-758-4389,E,Public,24 hours daily,,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,GPS,02/01/2024,323749,2024-02-01 01:54:35 UTC,,01/03/2024,,,,J1772,public,US,Public,,,,,,,,,,,,,,,,,,,,false,POINT (-105.490002 39.800234)
